company_id,data_source,company,domain,website,strasse,plz,ort,land,sektor,keywords,mitarbeiter,ceo_owner_db,company_phone,company_email,automation_status,automation_confidence,automation_reason,automation_evidence,automation_source_url,website_status,eligible,exclusion_reason,fullenrich_company_found,fullenrich_company_name,company_match_status,company_match_score,decision_maker,title,headline,linkedin,decision_maker_status,individual_work_email,generic_company_email,private_personal_email,personal_email,personal_email_status,work_email,work_email_status,work_email_is_generic,direct_line,direct_line_status,mobile,mobile_status,unknown_phones,verification_status,manual_review_reason,credits_used,api_status,error
2361,master.db,Archdata EDV und Consulting für Architekten und Ingenieure,archdata.de,http://archdata.de/,Ganghoferstraße 90a,81373,München,Deutschland,Softwareentwickler/-hersteller,Softwareentwickler/-hersteller,,,+49 172 8334556,,NO,0.9,"Die Firma bietet IT- und Consulting-Dienstleistungen für Architekten und Ingenieure an, darunter CAD, AVA und Netzwerke, jedoch gibt es keine belastbaren Hinweise darauf, dass sie Automatisierung als Dienstleistung oder Produkt an Kunden verkauft.","Unser Ziel besteht darin unsere Kunden in den Bereichen CAD, AVA, Datenbanken, Netzwerken und Internet optimal zu unterstützen und Lösungen anzubieten",http://archdata.de/,ok,yes,,no,,,0.0,,,,,,,,,,,,,no,,,,,,,,0,dry_run,
4449,master.db,ATeNe GmbH,atene-gmbh.de,http://www.atene-gmbh.de,Ulanenweg 11,14469,Potsdam,Deutschland,Netzwerktechnik,Netzwerktechnik,,,+493317044470,info@atene-gmbh.de,NO,0.9,"Die ATeNe GmbH bietet Fördermittelberatung, Innovationsberatung, Projektadministration und Netzwerkmanagement an, verkauft aber keine Automatisierung als Dienstleistung oder Produkt für Kunden. Die Digitalisierung bei ATeNe bezieht sich auf interne Prozessoptimierung und eigene Digitalisierung, nich","Wir bieten einen umfassenden Service rund um die Förderung innovativer, technologieorientierter Vorhaben... Wir begleiten Unternehmen bei der Vorbereitung und Durchführung von Produkt- und technischen Verfahrensinnovationen... Wir unterstützen kleine und mittelständische Unternehmen (KMU) bei der Su",http://www.atene-gmbh.de,ok,yes,,no,,,0.0,,,,,,,,,,,,,no,,,,,,,,0,dry_run,
4515,master.db,Blue Ant Multi-Projektmanagementsoftware,blueant.de,https://blueant.de,Straße der Pariser Kommune 38,10243,Berlin,Deutschland,Software,Software,,,+493029363990,kontakt@proventis.net,NO,0.9,"Die Firma verkauft eine Projektmanagement-Software mit Funktionen für Ressourcen- und Portfoliomanagement, bietet Support, Schulungen und Beratung zur Nutzung und Einführung der Software, jedoch keine eigenständige Automatisierungsdienstleistung oder -beratung zur Workflow- oder Geschäftsprozessauto","""Blue Ant Support & Services ... Beratung & Weiterentwicklung ... Das Beratungsteam der Hypergene GmbH unterstützt Sie bei der Einführung, Konfiguration und Weiterentwicklung von Blue Ant – von der strategischen Beratung bis zur technischen Umsetzung."" und ""Blue Ant vereint klassisches, agiles und h",https://blueant.de/de/unternehmen/support-services/,ok,yes,,no,,,0.0,,,,,,,,,,,,,no,,,,,,,,0,dry_run,
704,master.db,coders.win,coders.win,https://coders.win/,Striehlstraße 10,30159,Hannover,Deutschland,"Softwareentwickler/-hersteller, E-Commerce-Agentur, E-Commerce-Dienst, Informationsservice","Softwareentwickler/-hersteller, E-Commerce-Agentur, E-Commerce-Dienst, Informationsservice",,,+49 15678 624492,,NO,0.9,"Die Firma bietet Webentwicklung mit Frameworks wie Laravel, React und Shopify an, beschreibt keine Dienstleistung oder Produkt, bei der/mit der Automatisierung für Kunden selbst angeboten wird.","We are a thriving collective agency focusing on building performant websites using the individually best-suited tech-stack. We love Laravel / Statamic , Shopify and React / Next.js .",https://coders.win/,ok,yes,,no,,,0.0,,,,,,,,,,,,,no,,,,,,,,0,dry_run,
4569,master.db,Enigma Software GmbH,enigma-software.de,http://www.enigma-software.de,Bernhardstr. 9,45239,Essen,Deutschland,Softwareentwicklung,Softwareentwicklung,,,+492018407843,info@enigma-software.de,UNCERTAIN,0.0,Zu wenig lesbarer Text auf der Webseite,,,leer,no,automation_uncertain,no,,,0.0,,,,,,,,,,,,,no,,,,,,,Zu wenig lesbarer Text auf der Webseite,0,skipped_no_api_call,
1742,master.db,Genia-Sec IT-Sicherheitsmanagement GmbH,genia-sec.de,http://www.genia-sec.de/,Lerchenstraße 40,86830,Schwabmünchen,Deutschland,"Computersicherheitsdienst, IT-Berater","Computersicherheitsdienst, IT-Berater",,,+49 8232 730221,,NO,0.9,"Die Firma bietet IT-Sicherheitsberatung, Penetrationstests, Security-Projekte, Firewall-Systeme, Zertifikatsinfrastrukturen und Training an, erwähnt aber keine Automatisierungsberatung, Workflow- oder Prozessautomatisierung als Dienstleistung.","Typische Tätigkeiten aus diesem Bereich sind beispielsweise: Penetrationstests und Security Audits Planung, Einrichtung und Betrieb von Firewall-Systemen Aufbau und Integration von Zertifikatsinfrastrukturen Sichere Authentifizierung und Verschlüsselung Einrichten von sicheren IT-Prozessen und Vorbe",http://www.genia-sec.de/,ok,yes,,no,,,0.0,,,,,,,,,,,,,no,,,,,,,,0,dry_run,
228,master.db,kleinert-pcservice,kleinert-pcservice.de,https://kleinert-pcservice.de/,Ziegeleistraße 4,31089,Duingen,Deutschland,"Computerservice, Computerreparaturdienst, Computergeschäft, Computersupport und -dienste","Computerservice, Computerreparaturdienst, Computergeschäft, Computersupport und -dienste",,,+49 5185 958845,,NO,0.9,"Die Webseite nennt IT-Dienstleistungen wie Planung, Wartung, Reparatur, Verkauf, Netzwerk-Technik, Fehlerdiagnose, aber keine Hinweise auf Automatisierungs-Dienstleistungen oder -Angebote für Kunden.",Dienstleistungen Planung Wartung Service Reparatur Verkauf IP-TV Elektronische Schließsysteme Professionelle Videoüberwachung Glasfaser / DSL / LTE-5G Satelliten Internet Netzwerk Technik IT Fehlersuche / Diagnose,https://kleinert-pcservice.de/,ok,yes,,no,,,0.0,,,,,,,,,,,,,no,,,,,,,,0,dry_run,
1874,master.db,KOMMA-D ® GmbH | Webdesign | E-Commerce | Full Stack Developement,komma-d.de,https://www.komma-d.de/,Milchstraße 23,85049,Ingolstadt,Deutschland,"Softwareentwickler/-hersteller, Designagentur, E-Commerce-Dienst, Grafikdesigner, Online-Marketing-Unternehmen","Softwareentwickler/-hersteller, Designagentur, E-Commerce-Dienst, Grafikdesigner, Online-Marketing-Unternehmen, Webdesigner",,,+49 841 1294760,,YES,0.9,"Die Firma bietet aktiv Automatisierungen für Kundenprojekte an, setzt Automatisierungsplattformen wie n8n ein und integriert KI-Lösungen, um Workflows zu beschleunigen und Prozesse zu verknüpfen.","Hat KOMMA-D Erfahrung mit KI-Integration oder -Automatisierungen? Ja. Wir integrieren KI bereits aktiv in Kundenprojekte – zum Beispiel mit der semantischen KI-Suche Victor auf ingolstadt.live . Für Automatisierungen setzen wir auf n8n und den OpenAI Agent Builder , um Prozesse zu verknüpfen, Inhalt",https://www.komma-d.de/,ok,no,automation_provider,no,,,0.0,,,,,,,,,,,,,no,,,,,,,,0,skipped_no_api_call,
2483,master.db,NITEFLITE interaktiv,niteflite.com,http://www.niteflite.com/,Zieblandstraße 18,80798,München,Deutschland,Softwareentwickler/-hersteller,Softwareentwickler/-hersteller,,,+49 89 71669220,,NO,0.9,"Die Firma bietet Web-Applikationsentwicklung und IT-Systemdienstleistungen sowie IT-Systemadministration und Überwachung an, aber kein ausdrückliches Angebot zur Automatisierung als Dienstleistung.","Wir entwickeln und gestalten Business-Anwendungen im Internet mit Hilfe von Open Source Komponenten. ... Als professioneller Systemhaus-Partner für IT-Systeme verwirklicht Niteflite Networxx abgestimmte Lösungen aus den Bereichen Netzwerke, IT-Services und Security. Das Dienstleistungsangebot umfass",http://www.niteflite.com/,ok,yes,,no,,,0.0,,,,,,,,,,,,,no,,,,,,,,0,dry_run,
1392,master.db,powerBridge Computervertrieb,powerbridge.de,https://www.powerbridge.de/,Ehlbeek 15A,,,Deutschland,office=it,office=it,,,,,NO,0.9,"powerBridge Computer verkauft kundenspezifische Industriecomputer, Systemintegration und Hardwarelösungen mit Signalverarbeitungskompetenz, bietet technischen Support und Reparaturservice, aber kein explizites Automatisierungsangebot als Dienstleistung für Kunden.","Wir entwickeln und fertigen Industriecomputer, Kommunikationssysteme und Boards nach den Anforderungen unserer Kunden. [...] Als Systemintegrator übernimmt powerBridge Computer die technische Bewertung, kundenspezifische Anpassung und Integration des SDR6004 in einsatzfähige Gesamtsysteme. [...] Ser",https://www.powerbridge.de/,ok,yes,,no,,,0.0,,,,,,,,,,,,,no,,,,,,,,0,dry_run,
